Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Plant/Arthropod,Object Class,Object Order,Object Family,Object Genus,Object Species,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Muntingiaceae,Muntingia,Muntingia calabura,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,Piper tuberculatum,
Primary  ,350,"Gardner, A. L. 1977",,Peru-Unspecified,Peru,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Urticaceae,Cecropia,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Consumption,Arthropod,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Arthropod,,Lepidoptera,,,,
Primary  ,350,"Gardner, A. L. 1977",,Peru-Unspecified,Peru,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira mordax,Plant,,,Urticaceae,Cecropia,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Sturnira,Sturnira mordax,Plant,,,Musaceae,Musa,,
Secondary,350,"Gardner, A. L. 1977",,Argentina-Unspecified,Argentina,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Arecaceae,Phoenix,Phoenix dactylifera,
Secondary,350,"Gardner, A. L. 1977",,Argentina-Unspecified,Argentina,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Musaceae,Musa,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Muntingiaceae,Muntingia,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Melastomataceae,,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Lophostoma,Lophostoma silvicolum,Plant,,,Fabaceae,,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Lophostoma,Lophostoma silvicolum,Plant,,,Apocynaceae,Stemmadenia,,
Secondary,350,"Gardner, A. L. 1977",,Trinidad-Unspecified,Trinidad,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Myrtaceae,Psidium,Psidium guajava,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Brosimum,,
Secondary,350,"Gardner, A. L. 1977",,Brazil-Unspecified,Brazil,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,,
Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Arecaceae,,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plant,,,Solanaceae,Acnistus,,
Secondary,350,"Gardner, A. L. 1977",,Peru-Unspecified,Peru,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus vittatus,Plant,,,Moraceae,Ficus,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus vittatus,Plant,,,Solanaceae,Acnistus,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus vittatus,Plant,,,Urticaceae,Cecropia,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Urticaceae,Cecropia,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Solanaceae,Acnistus,,
Secondary,350,"Gardner, A. L. 1977",,Costa Rica-Unspecified,Costa Rica,,,,,,Consumption,Arthropod,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Arthropod,,Lepidoptera,,,,
Secondary,350,"Gardner, A. L. 1977",,Brazil-Unspecified,Brazil,,,,,,Consumption,Arthropod,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,Arthropod,,Lepidoptera,Sphingidae,,,
Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,Plant,,,Myrtaceae,Psidium,,
Secondary,350,"Gardner, A. L. 1977",,Panama-Unspecified,Panama,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,Plant,,,Anacardiaceae,Anacardium,,
Secondary,350,"Gardner, A. L. 1977",,Cuba-Unspecified,Cuba,,,,,,Consumption,Arthropod,Chiroptera,Phyllostomidae,Phyllonycteris,Phyllonycteris poeyi,Arthropod,,Lepidoptera,,,,
Primary  ,112,"Gentry, 1974",,Forest-Unspecified,,Forest,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Bignoniaceae,Crescentia,Crescentia alata,
Primary  ,112,"Gentry, 1974",,Forest-Unspecified,,Forest,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Bignoniaceae,Crescentia,Crescentia cujete,
Primary  ,112,"Gentry, 1974",,Forest-Unspecified,,Forest,,,,,Visitation,Flower,Chiroptera,,,,Plant,,,Bignoniaceae,Dendrosicus,Dendrosicus latifolius,
Primary  ,112,"Gentry, 1974",,Forest-Unspecified,,Forest,,,,,Visitation,Flower,Chiroptera,,,,Plant,,,Bignoniaceae,Parmentiera,Parmentiera cereifera,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Anacardium,Anacardium excelsum,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Brosimum,Brosimum alicastrum,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Calophyllaceae,Calophyllum,Calophyllum longifolium,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Urticaceae,Cecropia,,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Fabaceae,Dipteryx,Dipteryx panamensis,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus bullenei,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus citrifolia,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus costaricana,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus insipida,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus maxima,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus nymphaefolia,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus obtusifolia,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus popenoei,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus tonduzii,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus trigonata,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus yoponensis,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Poulsenia,Poulsenia armata,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Malvaceae,Quararibea,,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Spondias,Spondias mombin,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Spondias,Spondias radlkoferi,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Meliaceae,Trichilia,,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Calophyllaceae,Calophyllum,Calophyllum longifolium,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Dipteryx,Dipteryx panamensis,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus costaricana,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus dugandii,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus insipida,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus nymphaefolia,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus obtusifolia,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus popenoei,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus trigonata,
Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus yoponensis,
