Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Object Kingdom,Object Phylum,Object Class,Object Order,Object Family,Object Genus,Object Species,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira ludovici,Plantae,,,,Solanaceae,Solanum,Solanum argenteum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira ludovici,Plantae,,,,Solanaceae,Solanum,Solanum brenesii,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira ludovici,Plantae,,,,Solanaceae,Solanum,Solanum hispidum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira ludovici,Plantae,,,,Solanaceae,Solanum,Solanum nudum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira ludovici,Plantae,,,,Solanaceae,Solanum,Solanum umbellatum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira ludovici,Plantae,,,,Urticaceae,Cecropia,Cecropia obtusifolia,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira ludovici,Plantae,,,,Urticaceae,Cecropia,Cecropia polyphlebia,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira ludovici,Plantae,,,,Moraceae,Ficus,Ficus yoponensis,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira ludovici,Plantae,,,,Actinidiaceae,Saurauia,Saurauia veraguensis,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Gesneriaceae,Drymonia,Drymonia rubra,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Solanaceae,Markea,Markea venosa,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Campanulaceae,Burmeistera,Burmeistera cyclostigmata,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Piperaceae,Piper,Piper amalago,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Piperaceae,Piper,Piper bisasperatum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Piperaceae,Piper,Piper dotanum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Piperaceae,Piper,Piper epigynium,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Piperaceae,Piper,Piper lancaefolium,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Solanaceae,Solanum,Solanum argenteum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Solanaceae,Solanum,Solanum nudum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Solanaceae,Solanum,Solanum umbellatum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Urticaceae,Cecropia,Cecropia obtusifolia,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Melastomataceae,Conostegia,Conostegia bernoulliana,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Myrtaceae,Eugenia,Eugenia acapulcensis,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Moraceae,Ficus,Ficus tuerckheimii,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Moraceae,Ficus,Ficus yoponensis,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Actinidiaceae,Saurauia,Saurauia veraguensis,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Piperaceae,Piper,Piper bredemeyeri,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Moraceae,Ficus,Ficus crassiuscula,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Moraceae,Ficus,Ficus velutina,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Solanaceae,Solanum,Solanum accrescens,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Solanaceae,Solanum,Solanum ochraceo-ferrugineum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Solanaceae,Solanum,Solanum trizygum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Consumption,Fruit,Chiroptera,,,,Plantae,,,,Musaceae,Musa,,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Piperaceae,Piper,Piper biauritum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Piperaceae,Piper,Piper carpinteranum,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Piperaceae,Piper,Piper imperiale,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Piperaceae,Piper,Piper nemorense,
C: done 1/2,T:done. All location data is given by the author,,Done,,Primary  ,71,"Dinerstein, E. 1986",Central America,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.4166667,-84.83333333,1500,1640,Seed Dispersal,Seed,Chiroptera,,,,Plantae,,,,Myrtaceae,Psidium,Psidium guayajaba,
Plant should be B. rufa,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Fabaceae,Bauhinia,Bauhinia rufa,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Polemoniaceae,Cobaea,Cobaea scandens,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Fabaceae,Inga,Inga bahiensis,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Fabaceae,Inga,Inga sessilis,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Marcgraviaceae,Marcgravia,Marcgravia myriostigma,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Cactaceae,Rauhocereus,Rauhocereus riosaniensis,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Cactaceae,Samaipaticereus,Samaipaticereus corroanus,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Bromeliaceae,Vriesea,Vriesea gladioliflora,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Bromeliaceae,Vriesea,Vriesea longicaulis,
Plant should be Vriesea moehringiana,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Bromeliaceae,Vriesea,Vriesea moehringiana,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Bromeliaceae,Vriesea,Vriesea morrenii,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Bromeliaceae,Vriesea,Vriesea rugosa,
Plant should be Vriesea rugosa,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",Central America,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Bromeliaceae,Vriesea,Vriesea rugosa,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",Central America,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Fabaceae,Acacia,Acacia farnesiana,
Question,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Fabaceae,Bauhinia,Bauhinia multinervia,
Plant should be B. rufa,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Fabaceae,Bauhinia,Bauhinia rufa,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Colombia-Unspecified,Colombia,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Cleomaceae,Cleome,Cleome moritziana,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Polemoniaceae,Cobaea,Cobaea scandens,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",Caribbean,Trinidad and Tobago-Unspecified,Trinidad and Tobago,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Fabaceae,Eperua,Eperua falcata,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Lythraceae,Lafoensia,Lafoensia pacari,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Fabaceae,Mucuna,Mucuna urens,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Cactaceae,Rauhocereus,Rauhocereus riosaniensis,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Cactaceae,Samaipaticereus,Samaipaticereus corroanus,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Colombia-Unspecified,Colombia,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Gentianaceae,Symbolanthus,Symbolanthus latifolius,
Plant should be Thecophyllum irazuense,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",Central America,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Bromeliaceae,Thecophyllum ,Thecophyllum irazuense,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Colombia-Unspecified,Colombia,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Melastomataceae,Tibouchina,Tibouchina grossa,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",South America,Colombia-Unspecified,Colombia,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Solanaceae,Trianaea,Trianaea spectabilis,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Bromeliaceae,Vriesea,Vriesea gladioliflora,
